iteration,size,bubble,insertion,selection,quick,merge
1,10,0.000802,0.003386,0.000311
2,20,0.021781,0.005530,0.000451
3,40,0.196329,0.010319,0.001192
4,80,0.777916,0.021791,0.004378
5,160,0.906278,0.040987,0.015800
6,320,1.480349,0.080723,0.061816
7,640,4.982917,0.162616,0.240543
8,1280,14.256988,0.370368,0.962574
9,2560,22.344715,0.848489,3.948108
10,5120,124.236127,1.672641,15.335570
iteration,size,bubble,insertion,selection,quick,merge
1,10,0.000832,0.003406,0.000321
2,20,0.002535,0.005390,0.000491
3,40,0.027462,0.010660,0.001192
4,80,0.765903,0.021570,0.004358
5,160,1.215229,0.041127,0.016171
6,320,1.462465,0.081774,0.061265
7,640,5.087935,0.164059,0.241915
8,1280,14.629952,0.390285,0.960920
9,2560,22.400010,0.830444,3.934171
10,5120,128.599281,1.641563,15.339328
